x0,x1,x2,x3,x4,x5,x6,x7,v0,v1,v2,v3,v4,z0,p0,s0,m0,m1,t0,y0,f0,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12
0.25,0.6,0.125,0.0,1.0,0.0,0.0,1.0,-1.1062562,0.36247104,-0.8789444,1.0926448,-0.64140457,2.164646,0.54106873,0.4965636,0.0,0.0,0.0,0.0,0.0,-1.1062562,0.36247104,-0.8789444,1.0926448,-0.64140457,0.25,0.6,0.125,0.0,1.0,0.0,0.0,1.0
0.25,0.6,0.125,1.0,0.0,0.0,0.0,0.0,-0.75802004,-0.88538796,0.52383965,-0.12154282,-0.68937856,1.1981994,0.30964047,0.21157517,0.0,0.0,0.0,0.0,0.0,-0.75802004,-0.88538796,0.52383965,-0.12154282,-0.68937856,0.25,0.6,0.125,1.0,0.0,0.0,0.0,0.0
0.25,0.2,0.125,0.0,0.0,0.0,0.0,0.0,-1.3439095,-0.5223482,-1.0283966,-0.67173755,-0.77790594,0.0060034106,0.119834684,0.106947996,0.0,0.0,0.0,0.0,0.0,-1.3439095,-0.5223482,-1.0283966,-0.67173755,-0.77790594,0.25,0.2,0.125,0.0,0.0,0.0,0.0,0.0
0.25,0.4,0.125,1.0,1.0,1.0,0.0,0.0,-1.2038052,-0.15276794,0.59687227,-1.3836977,0.34704807,2.450901,0.61085343,0.2665475,0.0,1.0,0.0,0.0,1.0,-1.2038052,-0.15276794,0.59687227,-1.3836977,0.34704807,0.25,0.4,0.125,1.0,1.0,1.0,0.0,0.0
0.5,0.4,0.125,0.0,0.0,0.0,0.0,0.0,-0.0941107,-1.1045611,-0.47854766,-1.7157694,-0.1593286,0.47630176,0.17891759,0.083243,0.0,0.0,0.0,0.0,0.0,-0.0941107,-1.1045611,-0.47854766,-1.7157694,-0.1593286,0.5,0.4,0.125,0.0,0.0,0.0,0.0,0.0
0.25,0.6,0.125,0.0,0.0,0.0,0.0,0.0,-1.3959943,-2.644961,0.6210153,-0.7394038,1.18895,-0.88334835,0.052982878,0.13374767,0.0,0.0,0.0,0.0,0.0,-1.3959943,-2.644961,0.6210153,-0.7394038,1.18895,0.25,0.6,0.125,0.0,0.0,0.0,0.0,0.0
0.25,0.8,0.25,0.0,0.0,0.0,0.0,0.0,0.80351365,0.24273756,0.28727454,0.16839461,0.30816457,1.7668871,0.44198427,0.54806614,0.0,0.0,0.0,0.0,0.0,0.80351365,0.24273756,0.28727454,0.16839461,0.30816457,0.25,0.8,0.25,0.0,0.0,0.0,0.0,0.0
0.25,0.6,0.125,1.0,0.0,0.0,0.0,0.0,0.95604384,0.8699772,-0.91659266,-0.41555616,1.5608641,2.205867,0.55128574,0.87520266,1.0,1.0,1.0,1.0,1.0,0.95604384,0.8699772,-0.91659266,-0.41555616,1.5608641,0.25,0.6,0.125,1.0,0.0,0.0,0.0,0.0
0.5,0.6,0.25,0.0,1.0,0.0,0.0,0.0,-1.5301381,-0.7533082,0.5835376,1.1663561,2.1248991,3.4037297,0.802775,0.53217816,0.0,0.0,0.0,0.0,0.0,-1.5301381,-0.7533082,0.5835376,1.1663561,2.1248991,0.5,0.6,0.25,0.0,1.0,0.0,0.0,0.0
0.5,0.2,0.125,0.0,0.0,0.0,0.0,1.0,2.3719904,-0.049083892,0.41491297,-1.5882286,0.75706935,3.0530424,0.7413587,0.46424368,1.0,0.0,1.0,0.0,1.0,2.3719904,-0.049083892,0.41491297,-1.5882286,0.75706935,0.5,0.2,0.125,0.0,0.0,0.0,0.0,1.0
0.5,0.2,0.125,0.0,0.0,0.0,0.0,0.0,0.15597309,-0.49075514,-2.3914206,-0.44027272,-0.5818811,0.50590795,0.18330832,0.17191483,0.0,0.0,0.0,0.0,0.0,0.15597309,-0.49075514,-2.3914206,-0.44027272,-0.5818811,0.5,0.2,0.125,0.0,0.0,0.0,0.0,0.0
0.25,0.6,0.125,1.0,0.0,0.0,0.0,0.0,-0.54332113,1.1230795,-0.007408026,0.33494914,0.7444448,2.8470407,0.699946,0.7511883,0.0,0.0,1.0,0.0,0.0,-0.54332113,1.1230795,-0.007408026,0.33494914,0.7444448,0.25,0.6,0.125,1.0,0.0,0.0,0.0,0.0
0.25,0.4,0.125,1.0,0.0,0.0,0.0,0.0,0.11629792,0.009965346,-1.0718638,-0.5875589,-0.84827423,1.0865188,0.286288,0.34582427,0.0,0.0,1.0,0.0,0.0,0.11629792,0.009965346,-1.0718638,-0.5875589,-0.84827423,0.25,0.4,0.125,1.0,0.0,0.0,0.0,0.0
0.25,0.6,0.25,0.0,0.0,0.0,0.0,0.0,-0.7169725,0.95934576,-0.39100963,-0.15593812,-1.2589754,1.3986119,0.3540262,0.38673002,0.0,0.0,0.0,0.0,0.0,-0.7169725,0.95934576,-0.39100963,-0.15593812,-1.2589754,0.25,0.6,0.25,0.0,0.0,0.0,0.0,0.0
0.25,0.6,0.25,0.0,0.0,0.0,0.0,0.0,0.23468035,-0.41395637,-0.07944477,0.9329974,2.2446368,0.89043504,0.24795201,0.637157,0.0,0.0,0.0,0.0,0.0,0.23468035,-0.41395637,-0.07944477,0.9329974,2.2446368,0.25,0.6,0.25,0.0,0.0,0.0,0.0,0.0
0.25,0.8,0.125,0.0,0.0,0.0,0.0,0.0,-0.36388406,0.6716457,1.1088275,-0.53991127,0.9838855,1.759949,0.4402738,0.44995102,0.0,0.0,0.0,0.0,0.0,-0.36388406,0.6716457,1.1088275,-0.53991127,0.9838855,0.25,0.8,0.125,0.0,0.0,0.0,0.0,0.0
0.25,0.8,0.125,0.0,0.0,0.0,0.0,0.0,0.16539149,-0.5050049,-0.03723839,-2.275454,-0.43426728,0.8076892,0.2328459,0.1284031,0.0,0.0,0.0,0.0,0.0,0.16539149,-0.5050049,-0.03723839,-2.275454,-0.43426728,0.25,0.8,0.125,0.0,0.0,0.0,0.0,0.0
0.25,1.0,0.125,1.0,0.0,0.0,0.0,0.0,1.2989805,-0.816301,-1.0023626,0.5465408,-0.26588672,2.3046896,0.5755885,0.59891945,1.0,1.0,1.0,1.0,1.0,1.2989805,-0.816301,-1.0023626,0.5465408,-0.26588672,0.25,1.0,0.125,1.0,0.0,0.0,0.0,0.0
0.5,0.6,0.125,1.0,1.0,0.0,0.0,0.0,-0.1257336,-0.8111469,-0.64232856,0.5624028,0.04723288,3.2047896,0.76937574,0.48536175,0.0,0.0,1.0,0.0,0.0,-0.1257336,-0.8111469,-0.64232856,0.5624028,0.04723288,0.5,0.6,0.125,1.0,1.0,0.0,0.0,0.0
0.5,0.6,0.25,0.0,0.0,0.0,0.0,1.0,0.61905485,-0.041734558,-1.6531739,0.93044937,2.0718143,2.2211933,0.5550739,0.6925816,0.0,0.0,1.0,0.0,0.0,0.61905485,-0.041734558,-1.6531739,0.93044937,2.0718143,0.5,0.6,0.25,0.0,0.0,0.0,0.0,1.0
0.25,1.0,0.125,1.0,0.0,0.0,0.0,0.0,0.95804703,0.015821494,-0.8120762,-0.7678045,0.32881564,1.7610192,0.44053754,0.51948637,1.0,1.0,0.0,1.0,1.0,0.95804703,0.015821494,-0.8120762,-0.7678045,0.32881564,0.25,1.0,0.125,1.0,0.0,0.0,0.0,0.0
0.25,1.0,0.125,1.0,0.0,0.0,0.0,0.0,0.6504264,0.9917974,-1.3439673,1.425028,1.717309,4.786436,0.94193846,0.939428,0.0,0.0,1.0,0.0,0.0,0.6504264,0.9917974,-1.3439673,1.425028,1.717309,0.25,1.0,0.125,1.0,0.0,0.0,0.0,0.0
0.25,0.6,0.125,0.0,0.0,1.0,0.0,0.0,-1.8832493,0.2624131,-1.3294328,1.4884075,0.025083879,1.4954565,0.37647352,0.3031418,1.0,1.0,0.0,1.0,1.0,-1.8832493,0.2624131,-1.3294328,1.4884075,0.025083879,0.25,0.6,0.125,0.0,0.0,1.0,0.0,0.0
0.25,0.6,0.125,1.0,0.0,0.0,0.0,0.0,-1.2777121,1.6995333,1.0778035,0.4214576,-2.724455,3.231475,0.77407664,0.8185951,0.0,0.0,1.0,0.0,0.0,-1.2777121,1.6995333,1.0778035,0.4214576,-2.724455,0.25,0.6,0.125,1.0,0.0,0.0,0.0,0.0
0.25,0.6,0.125,0.0,0.0,0.0,0.0,0.0,0.6704121,-1.6916484,1.0090872,0.60245913,0.7812837,0.2537499,0.1485208,0.23418391,0.0,0.0,0.0,0.0,0.0,0.6704121,-1.6916484,1.0090872,0.60245913,0.7812837,0.25,0.6,0.125,0.0,0.0,0.0,0.0,0.0
0.25,0.6,0.125,0.0,0.0,0.0,0.0,0.0,-0.4997215,1.8033019,0.32848758,0.8399469,0.26809576,1.9731117,0.49327832,0.6086722,0.0,0.0,1.0,0.0,0.0,-0.4997215,1.8033019,0.32848758,0.8399469,0.26809576,0.25,0.6,0.125,0.0,0.0,0.0,0.0,0.0
0.25,0.8,0.125,0.0,0.0,0.0,0.0,0.0,-0.63652325,1.0416135,-0.05304451,0.6260402,-0.8330649,1.8425293,0.46071348,0.45061165,0.0,0.0,0.0,0.0,0.0,-0.63652325,1.0416135,-0.05304451,0.6260402,-0.8330649,0.25,0.8,0.125,0.0,0.0,0.0,0.0,0.0
0.25,1.0,0.125,0.0,0.0,0.0,0.0,0.0,0.72022885,-1.0374403,1.5018102,-1.5760287,0.87853724,0.70534325,0.21506564,0.13973215,0.0,0.0,0.0,0.0,0.0,0.72022885,-1.0374403,1.5018102,-1.5760287,0.87853724,0.25,1.0,0.125,0.0,0.0,0.0,0.0,0.0
0.25,0.8,0.125,1.0,0.0,0.0,0.0,0.0,0.9318691,0.2965285,-1.2149948,2.1293442,1.1043634,4.62266,0.93230575,0.90451515,0.0,0.0,1.0,0.0,0.0,0.9318691,0.2965285,-1.2149948,2.1293442,1.1043634,0.25,0.8,0.125,1.0,0.0,0.0,0.0,0.0
0.5,0.6,0.25,0.0,0.0,0.0,0.0,0.0,0.19460443,-0.9061493,1.0571223,-2.2910464,-2.301572,1.1678932,0.30319977,0.29260117,0.0,0.0,1.0,0.0,0.0,0.19460443,-0.9061493,1.0571223,-2.2910464,-2.301572,0.5,0.6,0.25,0.0,0.0,0.0,0.0,0.0
0.25,0.4,0.125,0.0,0.0,0.0,0.0,0.0,0.952588,0.26180676,-0.24695547,-1.99582,0.8760304,1.0870003,0.2863864,0.24350537,0.0,0.0,0.0,0.0,0.0,0.952588,0.26180676,-0.24695547,-1.99582,0.8760304,0.25,0.4,0.125,0.0,0.0,0.0,0.0,0.0
0.25,1.0,0.125,0.0,0.0,0.0,0.0,0.0,1.3507928,0.083045565,-1.6779721,-0.5344626,1.0149852,1.5859972,0.39795274,0.59590673,0.0,0.0,1.0,0.0,0.0,1.3507928,0.083045565,-1.6779721,-0.5344626,1.0149852,0.25,1.0,0.125,0.0,0.0,0.0,0.0,0.0
0.25,0.6,0.125,0.0,0.0,0.0,0.0,0.0,-1.9362129,0.4621813,0.27984396,-1.6388149,0.7200031,0.80323607,0.2320514,0.104602784,0.0,0.0,1.0,0.0,0.0,-1.9362129,0.4621813,0.27984396,-1.6388149,0.7200031,0.25,0.6,0.125,0.0,0.0,0.0,0.0,0.0
0.25,0.8,0.125,1.0,0.0,0.0,0.0,0.0,-0.9571517,1.153269,2.9086916,-0.7426335,0.29815644,2.4792802,0.6175779,0.733162,0.0,0.0,1.0,0.0,0.0,-0.9571517,1.153269,2.9086916,-0.7426335,0.29815644,0.25,0.8,0.125,1.0,0.0,0.0,0.0,0.0
0.25,0.6,0.25,1.0,0.0,0.0,0.0,0.0,-0.70336425,-0.037755627,-0.44060045,0.8516524,2.0438147,2.6430078,0.65543306,0.8431192,0.0,0.0,1.0,0.0,0.0,-0.70336425,-0.037755627,-0.44060045,0.8516524,2.0438147,0.25,0.6,0.25,1.0,0.0,0.0,0.0,0.0
0.25,0.4,0.125,1.0,0.0,0.0,0.0,0.0,-0.010951649,-0.606206,0.917637,-0.5981419,-0.5196447,1.0463424,0.27814984,0.2626603,0.0,0.0,0.0,0.0,0.0,-0.010951649,-0.606206,0.917637,-0.5981419,-0.5196447,0.25,0.4,0.125,1.0,0.0,0.0,0.0,0.0
0.25,0.6,0.125,0.0,0.0,0.0,0.0,0.0,0.5089975,-1.7677078,-1.4410675,-2.4449098,-0.9717769,-0.13850877,0.10540993,0.089123815,0.0,0.0,0.0,0.0,0.0,0.5089975,-1.7677078,-1.4410675,-2.4449098,-0.9717769,0.25,0.6,0.125,0.0,0.0,0.0,0.0,0.0
0.25,0.6,0.25,1.0,0.0,0.0,0.0,0.0,-0.12863277,-0.69061506,1.1482931,0.20657669,1.5004606,2.1471229,0.5367145,0.77352613,0.0,0.0,0.0,0.0,0.0,-0.12863277,-0.69061506,1.1482931,0.20657669,1.5004606,0.25,0.6,0.25,1.0,0.0,0.0,0.0,0.0
0.25,0.2,0.125,1.0,0.0,0.0,0.0,0.0,2.4995365,0.04895242,0.3299673,-1.6717682,0.1652963,0.57915235,0.19452874,0.5977691,0.0,0.0,0.0,0.0,0.0,2.4995365,0.04895242,0.3299673,-1.6717682,0.1652963,0.25,0.2,0.125,1.0,0.0,0.0,0.0,0.0
0.5,0.6,0.125,1.0,0.0,0.0,0.0,0.0,1.24532,-0.84704244,-0.69653636,0.7970582,1.1790738,3.0494256,0.7406646,0.7420674,0.0,0.0,1.0,0.0,0.0,1.24532,-0.84704244,-0.69653636,0.7970582,1.1790738,0.5,0.6,0.125,1.0,0.0,0.0,0.0,0.0
0.25,0.6,0.125,1.0,0.0,0.0,0.0,0.0,0.6214216,-0.5444715,-1.0521754,0.15483475,-0.60765874,1.8269852,0.4568539,0.4630579,0.0,0.0,1.0,0.0,0.0,0.6214216,-0.5444715,-1.0521754,0.15483475,-0.60765874,0.25,0.6,0.125,1.0,0.0,0.0,0.0,0.0
0.25,0.6,0.125,0.0,0.0,0.0,0.0,0.0,-0.9715906,0.20830078,0.16223769,-1.5596498,-0.43526483,0.87736255,0.2455224,0.15872554,0.0,0.0,0.0,0.0,0.0,-0.9715906,0.20830078,0.16223769,-1.5596498,-0.43526483,0.25,0.6,0.125,0.0,0.0,0.0,0.0,0.0
0.25,0.4,0.25,0.0,0.0,0.0,0.0,0.0,-2.91746,2.084299,-1.4446558,-0.8983509,0.2201784,0.64319074,0.20475937,0.20157483,1.0,0.0,0.0,1.0,0.0,-2.91746,2.084299,-1.4446558,-0.8983509,0.2201784,0.25,0.4,0.25,0.0,0.0,0.0,0.0,0.0
0.25,0.6,0.25,1.0,0.0,0.0,0.0,0.0,-0.3722832,1.4581829,0.21539162,0.8048035,-2.4575274,3.7404904,0.8507494,0.8469568,0.0,0.0,1.0,0.0,0.0,-0.3722832,1.4581829,0.21539162,0.8048035,-2.4575274,0.25,0.6,0.25,1.0,0.0,0.0,0.0,0.0
0.25,0.6,0.25,1.0,1.0,0.0,0.0,0.0,-0.8269905,1.7011791,-0.25682652,0.32786182,0.33887064,4.5164857,0.92528945,0.80977577,0.0,0.0,1.0,0.0,0.0,-0.8269905,1.7011791,-0.25682652,0.32786182,0.33887064,0.25,0.6,0.25,1.0,1.0,0.0,0.0,0.0
0.25,0.6,0.125,0.0,0.0,0.0,0.0,0.0,-0.66504014,-0.72417456,0.42547247,-0.123667836,0.35950515,0.4274193,0.1718488,0.22579296,0.0,0.0,0.0,0.0,0.0,-0.66504014,-0.72417456,0.42547247,-0.123667836,0.35950515,0.25,0.6,0.125,0.0,0.0,0.0,0.0,0.0
0.25,1.0,0.125,0.0,0.0,0.0,0.0,0.0,-0.3131805,-1.2945254,-0.2341763,0.43966958,0.88746333,-0.027092578,0.11638759,0.23442964,0.0,0.0,0.0,0.0,0.0,-0.3131805,-1.2945254,-0.2341763,0.43966958,0.88746333,0.25,1.0,0.125,0.0,0.0,0.0,0.0,0.0
1.0,0.6,0.25,1.0,0.0,0.0,0.0,0.0,0.16856575,0.93629265,-1.3737881,-1.2378105,0.46247438,1.9990838,0.49977094,0.44747895,0.0,0.0,0.0,0.0,0.0,0.16856575,0.93629265,-1.3737881,-1.2378105,0.46247438,1.0,0.6,0.25,1.0,0.0,0.0,0.0,0.0
0.25,0.8,0.125,1.0,0.0,0.0,0.0,0.0,2.116476,-0.04331026,-0.8650328,0.22101931,-0.3267027,2.782361,0.68618876,0.71660805,0.0,0.0,0.0,0.0,0.0,2.116476,-0.04331026,-0.8650328,0.22101931,-0.3267027,0.25,0.8,0.125,1.0,0.0,0.0,0.0,0.0
0.25,1.0,0.125,1.0,0.0,0.0,0.0,0.0,0.017938321,-0.13128729,0.36963448,-2.0526657,-0.13975471,0.24173579,0.14700787,0.13972773,0.0,0.0,0.0,0.0,0.0,0.017938321,-0.13128729,0.36963448,-2.0526657,-0.13975471,0.25,1.0,0.125,1.0,0.0,0.0,0.0,0.0
0.25,0.6,0.125,0.0,0.0,0.0,0.0,0.0,0.10033065,0.06780436,-1.3675143,-1.0806324,-0.0047202273,0.869826,0.24412899,0.16122672,0.0,0.0,0.0,0.0,0.0,0.10033065,0.06780436,-1.3675143,-1.0806324,-0.0047202273,0.25,0.6,0.125,0.0,0.0,0.0,0.0,0.0
0.25,1.0,0.125,1.0,0.0,0.0,0.0,0.0,0.57535774,0.23186943,0.57504946,-0.32062548,-0.33602855,2.5019646,0.6229209,0.55059075,0.0,0.0,1.0,0.0,0.0,0.57535774,0.23186943,0.57504946,-0.32062548,-0.33602855,0.25,1.0,0.125,1.0,0.0,0.0,0.0,0.0
0.25,0.6,0.125,1.0,0.0,0.0,0.0,0.0,0.84660774,0.07859996,-0.26471624,-1.071997,1.7223295,1.1287253,0.29498914,0.638046,1.0,0.0,0.0,1.0,0.0,0.84660774,0.07859996,-0.26471624,-1.071997,1.7223295,0.25,0.6,0.125,1.0,0.0,0.0,0.0,0.0
0.25,0.6,0.125,0.0,0.0,0.0,0.0,0.0,-1.1700687,0.11667611,-0.18607037,-1.2475731,-0.53157175,0.7292297,0.21912542,0.13164745,0.0,1.0,1.0,1.0,0.0,-1.1700687,0.11667611,-0.18607037,-1.2475731,-0.53157175,0.25,0.6,0.125,0.0,0.0,0.0,0.0,0.0
0.25,1.0,0.125,1.0,0.0,0.0,0.0,0.0,0.8732895,-0.698791,0.60663223,-0.4625088,-0.9404682,1.5078516,0.3793876,0.40278867,0.0,0.0,0.0,0.0,0.0,0.8732895,-0.698791,0.60663223,-0.4625088,-0.9404682,0.25,1.0,0.125,1.0,0.0,0.0,0.0,0.0
0.5,0.4,0.25,0.0,0.0,0.0,1.0,0.0,-0.9227401,0.43501422,-0.89147323,0.035037212,1.7501171,1.6397673,0.41090325,0.4721742,1.0,0.0,0.0,1.0,0.0,-0.9227401,0.43501422,-0.89147323,0.035037212,1.7501171,0.5,0.4,0.25,0.0,0.0,0.0,1.0,0.0
0.25,0.6,0.125,1.0,0.0,0.0,0.0,0.0,1.5753672,0.5717648,0.6750338,0.044121906,0.61601627,2.840402,0.6985498,0.8290921,0.0,0.0,0.0,0.0,0.0,1.5753672,0.5717648,0.6750338,0.044121906,0.61601627,0.25,0.6,0.125,1.0,0.0,0.0,0.0,0.0
0.5,0.4,0.25,1.0,0.0,0.0,0.0,0.0,-0.37706423,-1.4524124,0.23847683,-0.25355846,0.0848027,1.1865637,0.3071587,0.21139917,0.0,0.0,0.0,0.0,0.0,-0.37706423,-1.4524124,0.23847683,-0.25355846,0.0848027,0.5,0.4,0.25,1.0,0.0,0.0,0.0,0.0
0.25,0.6,0.125,1.0,0.0,0.0,0.0,0.0,-0.78752285,0.5649955,0.50368416,-1.431716,-0.69199854,0.7483612,0.22241658,0.25066712,0.0,0.0,0.0,0.0,0.0,-0.78752285,0.5649955,0.50368416,-1.431716,-0.69199854,0.25,0.6,0.125,1.0,0.0,0.0,0.0,0.0
0.25,0.6,0.125,0.0,0.0,0.0,0.0,0.0,-1.4149256,0.62209904,-0.9351492,-1.2209222,0.09579169,0.87763435,0.24557275,0.110671535,0.0,0.0,0.0,0.0,0.0,-1.4149256,0.62209904,-0.9351492,-1.2209222,0.09579169,0.25,0.6,0.125,0.0,0.0,0.0,0.0,0.0
0.25,0.8,0.25,1.0,0.0,0.0,0.0,0.0,-0.6409459,0.8097401,0.06514331,0.7815654,-0.26578617,3.5854068,0.8299689,0.73899764,0.0,0.0,1.0,0.0,0.0,-0.6409459,0.8097401,0.06514331,0.7815654,-0.26578617,0.25,0.8,0.25,1.0,0.0,0.0,0.0,0.0
0.25,0.6,0.125,0.0,0.0,0.0,0.0,0.0,0.38401026,-0.24972223,0.38198996,-1.3738697,0.42986453,0.96891797,0.2628744,0.16330728,0.0,0.0,1.0,0.0,0.0,0.38401026,-0.24972223,0.38198996,-1.3738697,0.42986453,0.25,0.6,0.125,0.0,0.0,0.0,0.0,0.0
0.25,0.8,0.125,0.0,0.0,0.0,0.0,0.0,1.8124534,1.8754774,0.5532883,-0.8711931,2.3915982,3.1976564,0.7681076,0.89270663,0.0,0.0,1.0,0.0,0.0,1.8124534,1.8754774,0.5532883,-0.8711931,2.3915982,0.25,0.8,0.125,0.0,0.0,0.0,0.0,0.0
0.5,1.0,0.125,0.0,0.0,0.0,0.0,0.0,0.12524652,-1.1895291,-2.2038283,-1.0400335,-1.371363,0.22261572,0.14462642,0.13690092,0.0,0.0,0.0,0.0,0.0,0.12524652,-1.1895291,-2.2038283,-1.0400335,-1.371363,0.5,1.0,0.125,0.0,0.0,0.0,0.0,0.0
0.5,0.6,0.125,0.0,0.0,0.0,0.0,0.0,0.56965214,-0.48539135,0.4826518,-0.20784026,-0.96486723,1.2789227,0.3271558,0.3087261,0.0,0.0,1.0,0.0,0.0,0.56965214,-0.48539135,0.4826518,-0.20784026,-0.96486723,0.5,0.6,0.125,0.0,0.0,0.0,0.0,0.0
0.5,0.6,0.125,0.0,0.0,0.0,0.0,0.0,-0.2904991,-0.40155146,0.34160653,1.1552806,1.131169,0.8815204,0.24629341,0.5280116,0.0,0.0,0.0,0.0,0.0,-0.2904991,-0.40155146,0.34160653,1.1552806,1.131169,0.5,0.6,0.125,0.0,0.0,0.0,0.0,0.0
0.5,0.6,0.125,1.0,1.0,0.0,0.0,0.0,0.32847926,0.41036612,1.4159598,-2.003645,-1.1261965,0.6826128,0.21125332,0.32024583,1.0,1.0,0.0,1.0,1.0,0.32847926,0.41036612,1.4159598,-2.003645,-1.1261965,0.5,0.6,0.125,1.0,1.0,0.0,0.0,0.0
0.25,0.6,0.125,1.0,0.0,0.0,0.0,0.0,0.58499587,-1.0881617,-1.5192486,-1.116045,1.1400514,0.16240084,0.13733548,0.25913393,0.0,0.0,0.0,0.0,0.0,0.58499587,-1.0881617,-1.5192486,-1.116045,1.1400514,0.25,0.6,0.125,1.0,0.0,0.0,0.0,0.0
0.25,0.8,0.125,0.0,0.0,0.0,0.0,0.0,-0.068136245,1.6627148,-1.2251204,-1.087614,0.19782503,2.3349977,0.5829749,0.3806021,0.0,0.0,1.0,0.0,0.0,-0.068136245,1.6627148,-1.2251204,-1.087614,0.19782503,0.25,0.8,0.125,0.0,0.0,0.0,0.0,0.0
0.25,1.0,0.125,0.0,0.0,0.0,0.0,0.0,0.87430006,-0.3980938,0.06051239,-1.1341429,1.1633785,1.2030452,0.31067732,0.27305028,0.0,0.0,1.0,0.0,0.0,0.87430006,-0.3980938,0.06051239,-1.1341429,1.1633785,0.25,1.0,0.125,0.0,0.0,0.0,0.0,0.0
0.5,0.4,0.125,0.0,0.0,0.0,0.0,0.0,-2.330803,-1.2227249,-2.856261,-0.791146,-0.6526452,-0.98652405,0.048038397,0.043733448,0.0,0.0,0.0,0.0,0.0,-2.330803,-1.2227249,-2.856261,-0.791146,-0.6526452,0.5,0.4,0.125,0.0,0.0,0.0,0.0,0.0
0.25,0.6,0.125,1.0,0.0,1.0,0.0,0.0,-0.046025533,0.64783144,1.3534632,-1.4957207,-1.1537929,2.0256548,0.50641334,0.6409393,0.0,0.0,0.0,0.0,0.0,-0.046025533,0.64783144,1.3534632,-1.4957207,-1.1537929,0.25,0.6,0.125,1.0,0.0,1.0,0.0,0.0
