u0,u1,u2,x0,x1,x2,x3,x4,v0,v1,v2,v3,v4,z0,p0,s0,m0,m1,t0,y0,f0,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9
0.0,0.0,0.0,0.25,0.8,0.25,1.0,0.0,-0.318288,-1.3479571,1.3743373,-0.044895243,0.45398584,1.4407514,0.36372134,0.40355268,0.0,0.0,0.0,0.0,0.0,-0.318288,-1.3479571,1.3743373,-0.044895243,0.45398584,0.25,0.8,0.25,1.0,0.0
0.0,0.0,0.0,0.25,1.0,0.125,1.0,0.0,-0.78004813,-0.444778,1.0586793,0.12031671,0.9433528,1.9878616,0.49696544,0.72438186,0.0,0.0,1.0,0.0,0.0,-0.78004813,-0.444778,1.0586793,0.12031671,0.9433528,0.25,1.0,0.125,1.0,0.0
0.0,0.0,0.0,0.25,0.6,0.125,0.0,0.0,-1.1704882,0.856923,0.059126906,-0.38557634,2.4002104,1.2039226,0.31086522,0.40968427,0.0,0.0,1.0,0.0,0.0,-1.1704882,0.856923,0.059126906,-0.38557634,2.4002104,0.25,0.6,0.125,0.0,0.0
0.0,0.0,0.0,0.75,0.6,0.25,1.0,0.0,0.13542226,-2.3440287,1.0239072,0.021306481,0.113509834,1.5724328,0.39470738,0.22744308,1.0,1.0,0.0,1.0,1.0,0.13542226,-2.3440287,1.0239072,0.021306481,0.113509834,0.75,0.6,0.25,1.0,0.0
0.0,0.0,0.0,0.25,0.8,0.125,1.0,0.0,-0.15706691,0.9190787,-1.4234126,-0.6009578,-2.4456024,2.0921118,0.5230117,0.657895,0.0,0.0,1.0,0.0,0.0,-0.15706691,0.9190787,-1.4234126,-0.6009578,-2.4456024,0.25,0.8,0.125,1.0,0.0
0.0,0.0,0.0,0.25,1.0,0.125,0.0,0.0,2.0036962,0.33751848,-0.905163,-0.08503364,0.6856224,2.1002972,0.5250533,0.78176796,0.0,0.0,1.0,0.0,0.0,2.0036962,0.33751848,-0.905163,-0.08503364,0.6856224,0.25,1.0,0.125,0.0,0.0
0.0,0.0,0.0,0.25,0.8,0.125,1.0,0.0,0.028398192,-0.50635123,-0.94987905,-1.3334832,-1.0328242,0.3248004,0.15773217,0.23004247,0.0,0.0,0.0,0.0,0.0,0.028398192,-0.50635123,-0.94987905,-1.3334832,-1.0328242,0.25,0.8,0.125,1.0,0.0
0.0,1.0,0.0,0.25,0.6,0.125,0.0,0.0,2.0456023,1.1628952,0.8180166,-0.21236044,0.14791156,3.2863898,0.7835355,0.85564935,0.0,0.0,0.0,0.0,0.0,2.0456023,1.1628952,0.8180166,-0.21236044,0.14791156,0.25,0.6,0.125,0.0,0.0
0.0,0.0,0.0,0.5,0.6,0.125,1.0,0.0,-0.26386946,-0.08441395,0.45126104,-1.6616889,-0.657978,0.43713558,0.173236,0.2257597,0.0,1.0,0.0,0.0,1.0,-0.26386946,-0.08441395,0.45126104,-1.6616889,-0.657978,0.5,0.6,0.125,1.0,0.0
0.0,0.0,0.0,0.25,1.0,0.125,0.0,0.0,-1.837046,-2.3267896,1.6385393,0.12121721,-0.15148222,-1.2062337,0.03893181,0.13001604,1.0,0.0,1.0,0.0,1.0,-1.837046,-2.3267896,1.6385393,0.12121721,-0.15148222,0.25,1.0,0.125,0.0,0.0
0.0,0.0,0.0,0.5,0.8,0.25,0.0,0.0,-1.6535091,-1.0061103,0.38188338,0.4218361,1.4797559,0.013828047,0.12066244,0.33655456,0.0,0.0,0.0,0.0,0.0,-1.6535091,-1.0061103,0.38188338,0.4218361,1.4797559,0.5,0.8,0.25,0.0,0.0
0.0,0.0,0.0,0.25,0.6,0.25,1.0,0.0,-1.2104491,-1.2470437,0.43435758,2.155893,-0.76151913,3.3136442,0.7881223,0.6316888,0.0,0.0,0.0,0.0,0.0,-1.2104491,-1.2470437,0.43435758,2.155893,-0.76151913,0.25,0.6,0.25,1.0,0.0
0.0,0.0,0.0,0.25,1.0,0.125,1.0,0.0,-0.27526945,-1.2017014,-0.6727661,-0.5381727,0.6181109,0.4822128,0.17978759,0.24175458,0.0,1.0,0.0,0.0,1.0,-0.27526945,-1.2017014,-0.6727661,-0.5381727,0.6181109,0.25,1.0,0.125,1.0,0.0
0.0,0.0,0.0,0.25,1.0,0.125,0.0,0.0,-0.6961579,-1.4320716,1.2782832,-0.53778017,1.2519419,-0.07132559,0.11191522,0.12645343,0.0,0.0,0.0,0.0,0.0,-0.6961579,-1.4320716,1.2782832,-0.53778017,1.2519419,0.25,1.0,0.125,0.0,0.0
0.0,0.0,0.0,0.25,0.6,0.125,1.0,0.0,-0.04286946,-0.5027853,-0.31500703,-0.019552719,-0.5797083,1.6036829,0.4021975,0.336173,0.0,0.0,0.0,0.0,0.0,-0.04286946,-0.5027853,-0.31500703,-0.019552719,-0.5797083,0.25,0.6,0.125,1.0,0.0
0.0,1.0,0.0,0.25,1.0,0.125,1.0,0.0,0.48622674,-0.105672106,0.0009512198,0.66374856,-0.5550721,4.054752,0.8864269,0.6913716,0.0,0.0,1.0,0.0,0.0,0.48622674,-0.105672106,0.0009512198,0.66374856,-0.5550721,0.25,1.0,0.125,1.0,0.0
0.0,0.0,0.0,0.5,1.0,0.125,0.0,0.0,-0.026303643,-0.42980754,0.055298183,-1.3539863,0.45234004,1.1889529,0.3076674,0.20542657,0.0,0.0,0.0,0.0,0.0,-0.026303643,-0.42980754,0.055298183,-1.3539863,0.45234004,0.5,1.0,0.125,0.0,0.0
0.0,0.0,0.0,0.25,0.8,0.125,0.0,0.0,-0.54243684,-0.49967355,-0.097405784,-0.43862194,0.33886915,0.6274762,0.2022124,0.17458263,0.0,0.0,0.0,0.0,0.0,-0.54243684,-0.49967355,-0.097405784,-0.43862194,0.33886915,0.25,0.8,0.125,0.0,0.0
1.0,0.0,0.0,0.25,0.6,0.25,1.0,0.0,0.38466406,-0.21748433,0.48479813,-0.17202288,-1.4808176,3.014852,0.7339686,0.5089308,0.0,0.0,0.0,0.0,0.0,0.38466406,-0.21748433,0.48479813,-0.17202288,-1.4808176,0.25,0.6,0.25,1.0,0.0
1.0,0.0,0.0,0.25,0.8,0.125,0.0,0.0,1.0446563,1.3785408,1.0585153,-1.4899544,0.10010166,3.6713111,0.84175056,0.80853957,1.0,0.0,1.0,0.0,1.0,1.0446563,1.3785408,1.0585153,-1.4899544,0.10010166,0.25,0.8,0.125,0.0,0.0
1.0,0.0,0.0,0.25,0.6,0.125,1.0,0.0,0.30051827,1.7046503,-0.10232399,-1.3405068,0.31408402,2.7196224,0.67252386,0.8064483,0.0,0.0,1.0,0.0,0.0,0.30051827,1.7046503,-0.10232399,-1.3405068,0.31408402,0.25,0.6,0.125,1.0,0.0
1.0,0.0,0.0,0.25,0.6,0.125,0.0,0.0,-0.79055303,0.42040688,-0.31077254,1.804691,-1.4431894,1.9907593,0.49768984,0.4236628,1.0,1.0,1.0,1.0,1.0,-0.79055303,0.42040688,-0.31077254,1.804691,-1.4431894,0.25,0.6,0.125,0.0,0.0
0.0,0.0,0.0,0.25,0.4,0.125,0.0,0.0,0.3706576,1.4438266,-0.4756958,0.5404134,-0.35365337,1.3857331,0.35108647,0.61113465,0.0,0.0,0.0,0.0,0.0,0.3706576,1.4438266,-0.4756958,0.5404134,-0.35365337,0.25,0.4,0.125,0.0,0.0
0.0,0.0,0.0,0.25,0.6,0.125,0.0,0.0,0.47605297,0.5841106,0.69710976,1.3220339,0.0008496255,1.5316184,0.38499936,0.53202873,0.0,0.0,1.0,0.0,0.0,0.47605297,0.5841106,0.69710976,1.3220339,0.0008496255,0.25,0.6,0.125,0.0,0.0
0.0,0.0,0.0,0.25,0.6,0.125,0.0,0.0,-0.33971006,-0.6423289,-0.5737305,-0.5947556,-0.002406041,0.4329588,0.17263861,0.11940737,1.0,1.0,0.0,1.0,1.0,-0.33971006,-0.6423289,-0.5737305,-0.5947556,-0.002406041,0.25,0.6,0.125,0.0,0.0
0.0,0.0,0.0,0.25,0.6,0.125,0.0,0.0,1.0425314,-1.0695974,1.1395315,0.22049078,0.24287918,0.73631585,0.22034033,0.3545135,0.0,0.0,0.0,0.0,0.0,1.0425314,-1.0695974,1.1395315,0.22049078,0.24287918,0.25,0.6,0.125,0.0,0.0
0.0,0.0,0.0,0.25,1.0,1.0,0.0,0.0,-0.49089494,0.27873486,0.6956942,-0.7780635,0.78065175,3.1017053,0.7505795,0.5334908,0.0,0.0,1.0,0.0,0.0,-0.49089494,0.27873486,0.6956942,-0.7780635,0.78065175,0.25,1.0,1.0,0.0,0.0
0.0,0.0,0.0,0.25,0.2,0.125,0.0,0.0,-0.035053648,1.681627,0.038373485,-1.051212,2.4316957,0.9073587,0.25112122,0.6546724,1.0,1.0,0.0,1.0,1.0,-0.035053648,1.681627,0.038373485,-1.051212,2.4316957,0.25,0.2,0.125,0.0,0.0
1.0,0.0,0.0,1.0,1.0,0.125,0.0,0.0,-0.039027527,0.8576643,-0.7051003,-0.38253614,-0.94575804,3.8554993,0.8647715,0.39372283,1.0,1.0,1.0,1.0,1.0,-0.039027527,0.8576643,-0.7051003,-0.38253614,-0.94575804,1.0,1.0,0.125,0.0,0.0
0.0,0.0,0.0,0.25,1.0,0.125,0.0,0.0,1.0201383,0.66551274,-0.34360605,-1.373708,-1.0796807,2.2525966,0.5628155,0.5155039,0.0,0.0,0.0,0.0,0.0,1.0201383,0.66551274,-0.34360605,-1.373708,-1.0796807,0.25,1.0,0.125,0.0,0.0
0.0,0.0,0.0,0.25,1.0,0.125,1.0,0.0,-0.4278865,0.30801603,0.77321225,-0.4054989,0.19902995,2.2671971,0.56640464,0.7298092,0.0,0.0,1.0,0.0,0.0,-0.4278865,0.30801603,0.77321225,-0.4054989,0.19902995,0.25,1.0,0.125,1.0,0.0
0.0,0.0,0.0,0.25,0.6,0.125,0.0,0.0,-0.9983332,0.44361323,-0.11965778,0.6699904,0.7646581,0.9766274,0.26437098,0.33671302,0.0,0.0,0.0,0.0,0.0,-0.9983332,0.44361323,-0.11965778,0.6699904,0.7646581,0.25,0.6,0.125,0.0,0.0
0.0,0.0,0.0,0.25,1.0,0.125,0.0,0.0,-0.30702898,-0.9644656,0.09334436,-0.13010518,1.6111937,0.3454452,0.1604943,0.19771878,1.0,0.0,1.0,0.0,1.0,-0.30702898,-0.9644656,0.09334436,-0.13010518,1.6111937,0.25,1.0,0.125,0.0,0.0
0.0,0.0,0.0,0.25,1.0,0.125,1.0,0.0,0.5112186,0.9947339,-0.8653825,1.1679159,1.2403634,4.5572815,0.9280612,0.90729636,0.0,0.0,1.0,0.0,0.0,0.5112186,0.9947339,-0.8653825,1.1679159,1.2403634,0.25,1.0,0.125,1.0,0.0
0.0,0.0,0.0,0.25,0.8,0.125,0.0,0.0,-0.31318945,0.20440373,0.53234595,-0.85037106,-0.9317559,1.3267689,0.3377737,0.39486015,0.0,0.0,0.0,0.0,0.0,-0.31318945,0.20440373,0.53234595,-0.85037106,-0.9317559,0.25,0.8,0.125,0.0,0.0
0.0,0.0,0.0,0.25,0.6,0.125,0.0,0.0,0.51968336,0.5599093,-1.1490904,0.41185373,0.49536088,1.2972301,0.3311984,0.45902184,0.0,0.0,0.0,0.0,0.0,0.51968336,0.5599093,-1.1490904,0.41185373,0.49536088,0.25,0.6,0.125,0.0,0.0
0.0,0.0,0.0,0.25,0.6,0.125,1.0,0.0,1.6635436,0.31054002,-1.2633988,1.4224006,-2.1512108,3.8416855,0.863148,0.9063913,0.0,0.0,1.0,0.0,0.0,1.6635436,0.31054002,-1.2633988,1.4224006,-2.1512108,0.25,0.6,0.125,1.0,0.0
0.0,0.0,0.0,0.25,0.6,0.25,0.0,1.0,1.2372807,1.0380286,-0.6730525,1.1621287,-1.5024687,1.3614056,0.34556434,0.65778726,1.0,1.0,0.0,1.0,1.0,1.2372807,1.0380286,-0.6730525,1.1621287,-1.5024687,0.25,0.6,0.25,0.0,1.0
0.0,0.0,0.0,0.25,0.8,0.125,1.0,1.0,-0.09921519,0.17580679,-0.5228284,1.8936927,-0.69914556,4.4200354,0.9183424,0.76507425,1.0,1.0,1.0,1.0,1.0,-0.09921519,0.17580679,-0.5228284,1.8936927,-0.69914556,0.25,0.8,0.125,1.0,1.0
0.0,0.0,0.0,0.25,0.4,0.125,0.0,0.0,0.05520136,0.7591236,-1.4796097,1.378438,0.34622732,0.9074986,0.25114754,0.43553397,0.0,0.0,0.0,0.0,0.0,0.05520136,0.7591236,-1.4796097,1.378438,0.34622732,0.25,0.4,0.125,0.0,0.0
0.0,0.0,0.0,0.25,0.8,0.125,1.0,0.0,0.63353187,1.1401622,0.3340226,1.0281355,-1.0823767,4.315401,0.91014457,0.8892971,0.0,0.0,1.0,0.0,0.0,0.63353187,1.1401622,0.3340226,1.0281355,-1.0823767,0.25,0.8,0.125,1.0,0.0
0.0,0.0,0.0,0.25,0.6,0.125,0.0,0.0,1.7384496,-1.085824,0.41251972,0.09269883,-0.72519714,0.80968297,0.23320223,0.48950085,0.0,0.0,0.0,0.0,0.0,1.7384496,-1.085824,0.41251972,0.09269883,-0.72519714,0.25,0.6,0.125,0.0,0.0
0.0,0.0,0.0,0.25,0.6,0.125,1.0,0.0,-0.3942447,-0.7491465,-0.18906285,0.4823116,1.2721298,1.8856297,0.47143853,0.57751876,1.0,1.0,0.0,1.0,1.0,-0.3942447,-0.7491465,-0.18906285,0.4823116,1.2721298,0.25,0.6,0.125,1.0,0.0
0.0,0.0,0.0,0.5,0.6,0.125,1.0,0.0,1.560655,0.15927508,0.251351,-1.3717277,-1.3355402,1.7605838,0.44043022,0.31211933,0.0,0.0,0.0,0.0,0.0,1.560655,0.15927508,0.251351,-1.3717277,-1.3355402,0.5,0.6,0.125,1.0,0.0
0.0,0.0,0.0,0.25,1.0,0.125,0.0,0.0,0.04978838,-0.56344414,-1.1130158,-1.4751552,-0.21492866,0.684876,0.21163067,0.16638254,0.0,0.0,0.0,0.0,0.0,0.04978838,-0.56344414,-1.1130158,-1.4751552,-0.21492866,0.25,1.0,0.125,0.0,0.0
0.0,0.0,0.0,0.25,1.0,0.125,1.0,0.0,-0.06250578,-0.42777964,-1.2450774,0.4562643,-0.11993884,2.2322235,0.55779636,0.46668506,0.0,0.0,0.0,0.0,0.0,-0.06250578,-0.42777964,-1.2450774,0.4562643,-0.11993884,0.25,1.0,0.125,1.0,0.0
1.0,0.0,0.0,0.25,0.6,0.125,1.0,0.0,1.4239595,-1.3440418,0.038749576,-0.89803344,0.12192138,1.631375,0.40887332,0.27395135,1.0,0.0,0.0,1.0,0.0,1.4239595,-1.3440418,0.038749576,-0.89803344,0.12192138,0.25,0.6,0.125,1.0,0.0
0.0,1.0,0.0,0.25,1.0,0.125,1.0,0.0,-0.553542,0.29143828,-0.1308112,-1.1893724,0.35872477,2.322329,0.57989174,0.43232545,0.0,0.0,1.0,0.0,0.0,-0.553542,0.29143828,-0.1308112,-1.1893724,0.35872477,0.25,1.0,0.125,1.0,0.0
0.0,0.0,0.0,0.5,0.6,0.125,1.0,0.0,-1.4585696,1.1779432,-0.7842047,0.7691431,-1.0330682,2.8735986,0.7054939,0.7187631,0.0,0.0,0.0,0.0,0.0,-1.4585696,1.1779432,-0.7842047,0.7691431,-1.0330682,0.5,0.6,0.125,1.0,0.0
0.0,0.0,0.0,0.5,0.4,0.375,1.0,0.0,1.681747,-0.61950386,0.23433903,0.22913314,0.968279,3.1850822,0.7658604,0.7663865,0.0,0.0,1.0,0.0,0.0,1.681747,-0.61950386,0.23433903,0.22913314,0.968279,0.5,0.4,0.375,1.0,0.0
0.0,0.0,0.0,0.25,1.0,0.125,1.0,0.0,0.580305,0.08393066,-1.2251157,0.2070643,-0.7120752,2.6579318,0.65879565,0.6453807,0.0,0.0,1.0,0.0,0.0,0.580305,0.08393066,-1.2251157,0.2070643,-0.7120752,0.25,1.0,0.125,1.0,0.0
0.0,0.0,0.0,0.25,0.6,0.25,1.0,0.0,-1.1203119,-0.6481889,0.86416477,-0.9490094,1.6786264,0.6980405,0.21383542,0.32996464,0.0,1.0,0.0,0.0,1.0,-1.1203119,-0.6481889,0.86416477,-0.9490094,1.6786264,0.25,0.6,0.25,1.0,0.0
0.0,0.0,0.0,0.25,0.6,0.125,0.0,0.0,-0.4348335,1.4089642,-0.6052002,0.5184981,0.9867977,1.6360201,0.40999648,0.514302,0.0,0.0,0.0,0.0,0.0,-0.4348335,1.4089642,-0.6052002,0.5184981,0.9867977,0.25,0.6,0.125,0.0,0.0
0.0,0.0,1.0,0.25,0.6,0.125,1.0,0.0,-0.15015493,0.5686847,0.36482823,-0.9112699,0.07210862,2.4130056,0.60180837,0.53443617,0.0,0.0,1.0,0.0,0.0,-0.15015493,0.5686847,0.36482823,-0.9112699,0.07210862,0.25,0.6,0.125,1.0,0.0
0.0,0.0,0.0,0.25,0.6,0.125,1.0,0.0,-0.8510581,0.65122414,-0.16164014,-1.636872,-0.3078694,0.49589288,0.18181376,0.34028178,0.0,0.0,0.0,0.0,0.0,-0.8510581,0.65122414,-0.16164014,-1.636872,-0.3078694,0.25,0.6,0.125,1.0,0.0
0.0,0.0,0.0,0.25,1.0,0.125,0.0,0.0,-1.0095633,0.5928969,-0.56340617,0.21204598,1.3663578,1.6450803,0.4121899,0.36759517,0.0,0.0,0.0,0.0,0.0,-1.0095633,0.5928969,-0.56340617,0.21204598,1.3663578,0.25,1.0,0.125,0.0,0.0
0.0,0.0,0.0,0.25,0.6,0.125,0.0,0.0,0.6400114,-1.3651229,1.0737908,-1.2663109,-0.73620623,0.45015293,0.17510836,0.1142477,0.0,0.0,0.0,0.0,0.0,0.6400114,-1.3651229,1.0737908,-1.2663109,-0.73620623,0.25,0.6,0.125,0.0,0.0
0.0,0.0,0.0,0.25,0.8,0.125,1.0,0.0,0.52732605,-0.40028453,0.6850839,1.4815674,1.2208438,3.5538068,0.8254629,0.83519727,0.0,0.0,1.0,0.0,0.0,0.52732605,-0.40028453,0.6850839,1.4815674,1.2208438,0.25,0.8,0.125,1.0,0.0
0.0,0.0,0.0,0.75,0.6,0.125,1.0,0.0,-1.4364088,-1.288116,0.512865,1.9232354,0.09706151,2.6121674,0.64843506,0.69696945,0.0,0.0,1.0,0.0,0.0,-1.4364088,-1.288116,0.512865,1.9232354,0.09706151,0.75,0.6,0.125,1.0,0.0
0.0,0.0,0.0,0.25,0.4,0.25,1.0,0.0,-0.49801916,0.36260083,0.62456024,1.0968821,0.72733,3.1735578,0.7637875,0.8234319,0.0,0.0,1.0,0.0,0.0,-0.49801916,0.36260083,0.62456024,1.0968821,0.72733,0.25,0.4,0.25,1.0,0.0
0.0,0.0,0.0,0.25,1.0,0.25,0.0,0.0,0.6929652,-0.48883805,-0.6984158,-0.50487727,0.72807646,1.0097992,0.27087244,0.25887305,0.0,0.0,0.0,0.0,0.0,0.6929652,-0.48883805,-0.6984158,-0.50487727,0.72807646,0.25,1.0,0.25,0.0,0.0
0.0,0.0,0.0,0.25,1.0,0.25,1.0,0.0,-1.2221248,-1.1484302,0.5778255,-0.59958285,2.2182083,0.5909121,0.19637796,0.40245122,0.0,0.0,1.0,0.0,0.0,-1.2221248,-1.1484302,0.5778255,-0.59958285,2.2182083,0.25,1.0,0.25,1.0,0.0
0.0,0.0,0.0,0.25,0.6,0.125,0.0,0.0,1.5571586,0.38301948,-0.105165266,-0.6424517,0.12239519,1.5809557,0.39674547,0.664285,0.0,0.0,1.0,0.0,0.0,1.5571586,0.38301948,-0.105165266,-0.6424517,0.12239519,0.25,0.6,0.125,0.0,0.0
0.0,0.0,0.0,0.25,0.8,0.125,1.0,0.0,-0.5805088,-0.7130085,-1.5285894,0.12226146,1.3796206,1.3906537,0.35220835,0.4122139,0.0,0.0,0.0,0.0,0.0,-0.5805088,-0.7130085,-1.5285894,0.12226146,1.3796206,0.25,0.8,0.125,1.0,0.0
0.0,0.0,1.0,0.5,1.0,0.25,1.0,0.0,0.5727192,-0.93958753,0.28176475,0.9460055,0.32852346,4.113219,0.89218134,0.72858703,1.0,1.0,1.0,1.0,1.0,0.5727192,-0.93958753,0.28176475,0.9460055,0.32852346,0.5,1.0,0.25,1.0,0.0
0.0,1.0,0.0,0.25,0.6,0.125,0.0,0.0,1.8331052,-0.11604002,2.023712,-0.7446329,0.6234808,2.6166162,0.6494486,0.6695488,0.0,0.0,1.0,0.0,0.0,1.8331052,-0.11604002,2.023712,-0.7446329,0.6234808,0.25,0.6,0.125,0.0,0.0
0.0,0.0,0.0,0.25,0.6,0.125,0.0,0.0,-1.3433542,1.3724716,1.6120363,0.74496937,-0.21852382,1.6641489,0.41681764,0.5365641,0.0,1.0,0.0,0.0,1.0,-1.3433542,1.3724716,1.6120363,0.74496937,-0.21852382,0.25,0.6,0.125,0.0,0.0
0.0,0.0,0.0,0.25,0.8,0.125,1.0,0.0,2.5497053,1.4697567,-0.6684108,1.1298057,0.25655845,5.0344863,0.954108,0.95000666,0.0,0.0,1.0,0.0,0.0,2.5497053,1.4697567,-0.6684108,1.1298057,0.25655845,0.25,0.8,0.125,1.0,0.0
0.0,0.0,0.0,0.25,0.8,0.125,0.0,0.0,-1.2666767,0.9703489,-0.27387035,1.2073904,-0.64295274,1.6003761,0.4014027,0.3942724,0.0,0.0,0.0,0.0,0.0,-1.2666767,0.9703489,-0.27387035,1.2073904,-0.64295274,0.25,0.8,0.125,0.0,0.0
0.0,0.0,0.0,0.25,0.8,0.125,1.0,0.0,1.2299936,-1.0095623,-2.0396497,1.1404692,0.5553879,2.5603616,0.6365362,0.6107512,0.0,0.0,1.0,0.0,0.0,1.2299936,-1.0095623,-2.0396497,1.1404692,0.5553879,0.25,0.8,0.125,1.0,0.0
0.0,0.0,0.0,0.25,1.0,0.125,1.0,0.0,0.1324571,-1.0461693,0.80459386,0.25183195,-0.70323277,1.7143512,0.42906943,0.38763598,1.0,1.0,0.0,1.0,1.0,0.1324571,-1.0461693,0.80459386,0.25183195,-0.70323277,0.25,1.0,0.125,1.0,0.0
0.0,0.0,0.0,0.25,0.6,0.125,1.0,0.0,-0.16232397,0.12673835,-0.8389508,-0.14144689,1.4719644,1.7641463,0.44130838,0.5416727,0.0,0.0,0.0,0.0,0.0,-0.16232397,0.12673835,-0.8389508,-0.14144689,1.4719644,0.25,0.6,0.125,1.0,0.0
0.0,0.0,0.0,0.25,0.6,0.25,1.0,0.0,-1.88174,-0.18351257,0.42114875,-0.53986996,0.9127245,1.0848746,0.28595218,0.5987757,0.0,0.0,0.0,0.0,0.0,-1.88174,-0.18351257,0.42114875,-0.53986996,0.9127245,0.25,0.6,0.25,1.0,0.0
0.0,0.0,0.0,0.25,0.6,0.125,1.0,0.0,-1.3878342,0.109786876,-0.7013608,0.16734003,-1.2150762,1.7735835,0.44363645,0.4163253,0.0,0.0,0.0,0.0,0.0,-1.3878342,0.109786876,-0.7013608,0.16734003,-1.2150762,0.25,0.6,0.125,1.0,0.0
0.0,0.0,0.0,0.25,1.0,0.125,0.0,0.0,0.32583293,0.5212846,-0.27620184,0.17909199,0.98265463,1.9432176,0.48580822,0.4829559,0.0,0.0,0.0,0.0,0.0,0.32583293,0.5212846,-0.27620184,0.17909199,0.98265463,0.25,1.0,0.125,0.0,0.0
0.0,0.0,0.0,0.25,1.0,0.25,1.0,0.0,-0.6196908,0.38316178,0.32935777,0.9198258,-1.245972,3.7304044,0.8494641,0.75871223,0.0,0.0,1.0,0.0,0.0,-0.6196908,0.38316178,0.32935777,0.9198258,-1.245972,0.25,1.0,0.25,1.0,0.0
0.0,0.0,0.0,0.5,0.2,0.125,0.0,0.0,-0.41899732,-0.28746548,-1.1719214,-0.9712405,-0.07845178,0.41151807,0.16959758,0.1150966,0.0,0.0,0.0,0.0,0.0,-0.41899732,-0.28746548,-1.1719214,-0.9712405,-0.07845178,0.5,0.2,0.125,0.0,0.0
0.0,0.0,0.0,0.25,0.8,0.125,1.0,0.0,0.26974812,-1.0945183,0.008975156,0.41821662,0.2985366,1.786161,0.446743,0.49183756,1.0,1.0,0.0,1.0,1.0,0.26974812,-1.0945183,0.008975156,0.41821662,0.2985366,0.25,0.8,0.125,1.0,0.0
0.0,0.0,0.0,0.25,0.8,0.25,1.0,0.0,1.7620647,0.5147144,-1.1709542,1.342891,0.4664801,4.2024403,0.9004684,0.8935348,1.0,1.0,1.0,1.0,1.0,1.7620647,0.5147144,-1.1709542,1.342891,0.4664801,0.25,0.8,0.25,1.0,0.0
