x0,x1,x2,x3,x4,x5,x6,x7,v0,v1,v2,v3,v4,z0,p0,s0,m0,m1,t0,y0,f0,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12
0.25,0.6,0.125,1.0,0.0,0.0,0.0,0.0,0.7740272,-0.84646267,-0.27259648,-0.8083357,2.4119027,0.81821895,0.2347321,0.55135655,1.0,1.0,0.0,1.0,1.0,0.7740272,-0.84646267,-0.27259648,-0.8083357,2.4119027,0.25,0.6,0.125,1.0,0.0,0.0,0.0,0.0
0.25,0.8,0.125,1.0,0.0,0.0,0.0,0.0,1.4016207,1.1380299,-2.1585276,0.4147036,1.4288759,3.5807168,0.829306,0.8726187,0.0,0.0,0.0,0.0,0.0,1.4016207,1.1380299,-2.1585276,0.4147036,1.4288759,0.25,0.8,0.125,1.0,0.0,0.0,0.0,0.0
0.25,0.6,0.125,1.0,0.0,0.0,0.0,0.0,0.11164402,2.219878,-0.13645399,-0.5572297,1.13268,2.7605512,0.68147343,0.75117064,0.0,0.0,1.0,0.0,0.0,0.11164402,2.219878,-0.13645399,-0.5572297,1.13268,0.25,0.6,0.125,1.0,0.0,0.0,0.0,0.0
0.25,0.8,0.125,1.0,0.0,0.0,0.0,0.0,2.1943357,0.45519572,1.2324436,-0.02534471,-1.0042173,3.2164512,0.7714384,0.86866057,0.0,0.0,1.0,0.0,0.0,2.1943357,0.45519572,1.2324436,-0.02534471,-1.0042173,0.25,0.8,0.125,1.0,0.0,0.0,0.0,0.0
0.25,0.2,0.125,1.0,0.0,0.0,0.0,0.0,0.8450314,0.5760068,0.5769081,-2.0345376,-0.9332854,-0.06096472,0.11294914,0.5103212,1.0,1.0,0.0,1.0,1.0,0.8450314,0.5760068,0.5769081,-2.0345376,-0.9332854,0.25,0.2,0.125,1.0,0.0,0.0,0.0,0.0
0.25,1.0,0.125,1.0,0.0,0.0,0.0,0.0,1.2531594,-1.5740694,0.32528737,-0.5540938,-0.3867897,0.6007875,0.19794111,0.4499391,0.0,0.0,0.0,0.0,0.0,1.2531594,-1.5740694,0.32528737,-0.5540938,-0.3867897,0.25,1.0,0.125,1.0,0.0,0.0,0.0,0.0
0.25,1.0,0.25,1.0,0.0,0.0,0.0,0.0,-0.48288265,0.7256412,-1.5089605,0.3202725,-0.7619567,3.047953,0.7403816,0.6869364,0.0,0.0,1.0,0.0,0.0,-0.48288265,0.7256412,-1.5089605,0.3202725,-0.7619567,0.25,1.0,0.25,1.0,0.0,0.0,0.0,0.0
0.25,0.8,0.125,1.0,0.0,0.0,1.0,0.0,-0.7349668,0.66633755,0.9155738,0.31072962,0.029903948,3.9495046,0.8753926,0.8355257,0.0,0.0,1.0,0.0,0.0,-0.7349668,0.66633755,0.9155738,0.31072962,0.029903948,0.25,0.8,0.125,1.0,0.0,0.0,1.0,0.0
0.25,0.2,0.125,0.0,0.0,0.0,0.0,0.0,-1.1583846,-0.14264806,-0.3701389,0.8814163,0.1527273,0.21060687,0.14314714,0.21385728,0.0,0.0,0.0,0.0,0.0,-1.1583846,-0.14264806,-0.3701389,0.8814163,0.1527273,0.25,0.2,0.125,0.0,0.0,0.0,0.0,0.0
0.25,0.8,0.125,0.0,0.0,0.0,0.0,0.0,0.6296545,0.31317157,0.3056333,-0.71660966,1.2361085,1.621155,0.4064055,0.47603086,0.0,0.0,0.0,0.0,0.0,0.6296545,0.31317157,0.3056333,-0.71660966,1.2361085,0.25,0.8,0.125,0.0,0.0,0.0,0.0,0.0
0.25,0.6,0.125,0.0,0.0,0.0,0.0,0.0,-0.33431134,-0.29712024,0.7778834,-0.9055068,-1.0117869,0.81038547,0.23332788,0.20780857,0.0,0.0,0.0,0.0,0.0,-0.33431134,-0.29712024,0.7778834,-0.9055068,-1.0117869,0.25,0.6,0.125,0.0,0.0,0.0,0.0,0.0
0.25,0.6,0.125,1.0,0.0,0.0,0.0,0.0,-2.030598,-0.35559854,-1.2576339,0.79065245,-0.6735594,1.8874396,0.4718896,0.3944562,0.0,0.0,1.0,0.0,0.0,-2.030598,-0.35559854,-1.2576339,0.79065245,-0.6735594,0.25,0.6,0.125,1.0,0.0,0.0,0.0,0.0
0.25,0.6,0.25,1.0,0.0,0.0,0.0,0.0,1.1612422,0.2575378,0.2539877,1.5819939,-2.0092154,4.1903243,0.8993772,0.771222,0.0,0.0,1.0,0.0,0.0,1.1612422,0.2575378,0.2539877,1.5819939,-2.0092154,0.25,0.6,0.25,1.0,0.0,0.0,0.0,0.0
0.25,1.0,0.125,1.0,0.0,0.0,0.0,0.0,-0.89166135,0.55688107,0.6760221,0.79531616,-0.630731,3.5887847,0.83044505,0.74082863,0.0,0.0,1.0,0.0,0.0,-0.89166135,0.55688107,0.6760221,0.79531616,-0.630731,0.25,1.0,0.125,1.0,0.0,0.0,0.0,0.0
0.25,1.0,0.125,0.0,0.0,0.0,0.0,0.0,0.39274618,-1.1860573,-0.11463714,1.9575614,0.38839856,0.27279958,0.15094602,0.33463672,1.0,1.0,0.0,1.0,1.0,0.39274618,-1.1860573,-0.11463714,1.9575614,0.38839856,0.25,1.0,0.125,0.0,0.0,0.0,0.0,0.0
0.25,0.4,0.125,1.0,0.0,0.0,0.0,0.0,-1.695407,0.45915395,0.56375086,0.080837436,-0.41262758,1.6861161,0.422167,0.45565987,0.0,0.0,1.0,0.0,0.0,-1.695407,0.45915395,0.56375086,0.080837436,-0.41262758,0.25,0.4,0.125,1.0,0.0,0.0,0.0,0.0
0.25,1.0,0.125,0.0,0.0,0.0,0.0,0.0,-0.5003318,1.9036763,-0.20008165,0.3801831,-0.72747964,3.1285832,0.7555773,0.61152005,0.0,0.0,1.0,0.0,0.0,-0.5003318,1.9036763,-0.20008165,0.3801831,-0.72747964,0.25,1.0,0.125,0.0,0.0,0.0,0.0,0.0
0.25,0.6,0.375,0.0,0.0,0.0,0.0,0.0,1.3974482,1.371621,-0.39712483,-0.29272118,0.7001667,2.2484128,0.5617858,0.7135993,0.0,0.0,0.0,0.0,0.0,1.3974482,1.371621,-0.39712483,-0.29272118,0.7001667,0.25,0.6,0.375,0.0,0.0,0.0,0.0,0.0
0.25,1.0,0.25,0.0,0.0,0.0,0.0,0.0,-0.74695957,0.21751021,0.22176059,-1.2154566,0.077367395,1.5862105,0.39800382,0.26085222,0.0,0.0,1.0,0.0,0.0,-0.74695957,0.21751021,0.22176059,-1.2154566,0.077367395,0.25,1.0,0.25,0.0,0.0,0.0,0.0,0.0
0.25,0.4,0.125,1.0,0.0,0.0,0.0,0.0,-1.4318641,-0.81652766,1.0508198,0.15784234,-1.850003,1.3796177,0.34969452,0.24068348,0.0,0.0,0.0,0.0,0.0,-1.4318641,-0.81652766,1.0508198,0.15784234,-1.850003,0.25,0.4,0.125,1.0,0.0,0.0,0.0,0.0
0.25,1.0,0.125,1.0,0.0,0.0,0.0,0.0,1.4906168,1.0174518,0.5059195,-1.0268431,0.49586013,2.801503,0.6902959,0.78778183,1.0,1.0,0.0,1.0,1.0,1.4906168,1.0174518,0.5059195,-1.0268431,0.49586013,0.25,1.0,0.125,1.0,0.0,0.0,0.0,0.0
0.25,1.0,0.125,1.0,0.0,0.0,0.0,0.0,-1.3953267,0.3160043,-0.06408183,0.92832905,1.0241113,3.2624915,0.7794547,0.59643954,0.0,0.0,1.0,0.0,0.0,-1.3953267,0.3160043,-0.06408183,0.92832905,1.0241113,0.25,1.0,0.125,1.0,0.0,0.0,0.0,0.0
0.25,0.6,0.125,1.0,0.0,0.0,0.0,0.0,-0.4335311,-1.2902851,-0.6982653,1.582024,0.626019,2.587187,0.64271945,0.4813481,1.0,0.0,1.0,0.0,1.0,-0.4335311,-1.2902851,-0.6982653,1.582024,0.626019,0.25,0.6,0.125,1.0,0.0,0.0,0.0,0.0
0.5,0.6,0.125,0.0,0.0,0.0,0.0,0.0,-0.6147613,-1.3890226,-0.68298984,-0.2279601,0.65793073,-0.0011679294,0.11908035,0.13699813,0.0,0.0,0.0,0.0,0.0,-0.6147613,-1.3890226,-0.68298984,-0.2279601,0.65793073,0.5,0.6,0.125,0.0,0.0,0.0,0.0,0.0
0.25,1.0,0.125,0.0,0.0,0.0,0.0,0.0,-2.258616,0.9187693,1.9675907,0.5753128,0.8952046,1.9750642,0.49376637,0.39618778,0.0,0.0,1.0,0.0,0.0,-2.258616,0.9187693,1.9675907,0.5753128,0.8952046,0.25,1.0,0.125,0.0,0.0,0.0,0.0,0.0
0.25,1.0,0.25,0.0,0.0,0.0,0.0,0.0,-0.57635397,1.8463143,1.1335975,0.8325175,0.5837829,3.4856253,0.81542075,0.6680297,0.0,0.0,1.0,0.0,0.0,-0.57635397,1.8463143,1.1335975,0.8325175,0.5837829,0.25,1.0,0.25,0.0,0.0,0.0,0.0,0.0
0.25,0.8,0.125,0.0,0.0,0.0,0.0,0.0,-0.70023173,0.521782,-0.71671075,0.6451508,1.1693517,1.3277788,0.33799964,0.34618452,0.0,0.0,0.0,0.0,0.0,-0.70023173,0.521782,-0.71671075,0.6451508,1.1693517,0.25,0.8,0.125,0.0,0.0,0.0,0.0,0.0
0.25,0.8,0.125,1.0,0.0,0.0,0.0,0.0,-0.3455964,-0.043596126,-0.41043475,0.7260318,-1.3460494,2.7284515,0.67446536,0.6163255,0.0,0.0,1.0,0.0,0.0,-0.3455964,-0.043596126,-0.41043475,0.7260318,-1.3460494,0.25,0.8,0.125,1.0,0.0,0.0,0.0,0.0
0.25,0.6,0.125,1.0,1.0,0.0,0.0,0.0,-0.33561838,0.109165445,0.5446246,-0.17982775,-1.6670253,1.1778197,0.30530104,0.49522203,0.0,0.0,0.0,0.0,0.0,-0.33561838,0.109165445,0.5446246,-0.17982775,-1.6670253,0.25,0.6,0.125,1.0,1.0,0.0,0.0,0.0
0.5,0.6,0.25,1.0,0.0,0.0,0.0,0.0,-0.9503719,-0.0640888,2.0876217,1.8339149,0.18754897,4.192181,0.8995452,0.79141146,1.0,0.0,1.0,0.0,1.0,-0.9503719,-0.0640888,2.0876217,1.8339149,0.18754897,0.5,0.6,0.25,1.0,0.0,0.0,0.0,0.0
0.25,0.6,0.125,0.0,0.0,0.0,0.0,0.0,-0.65423506,-1.0790622,-0.80464125,-0.6861501,1.2420328,0.063423716,0.12602447,0.13996509,0.0,0.0,1.0,0.0,0.0,-0.65423506,-1.0790622,-0.80464125,-0.6861501,1.2420328,0.25,0.6,0.125,0.0,0.0,0.0,0.0,0.0
0.5,0.4,0.125,0.0,0.0,0.0,0.0,0.0,0.42906544,0.5723828,1.4228587,-1.9380515,-1.6032826,1.6463431,0.41249594,0.5000873,0.0,0.0,0.0,0.0,0.0,0.42906544,0.5723828,1.4228587,-1.9380515,-1.6032826,0.5,0.4,0.125,0.0,0.0,0.0,0.0,0.0
0.25,0.4,0.125,0.0,0.0,0.0,0.0,0.0,-0.90378237,-0.8742545,0.5533542,0.48825818,0.44587633,0.26852188,0.15039861,0.24623941,0.0,0.0,0.0,0.0,0.0,-0.90378237,-0.8742545,0.5533542,0.48825818,0.44587633,0.25,0.4,0.125,0.0,0.0,0.0,0.0,0.0
0.5,0.6,0.125,1.0,0.0,0.0,0.0,0.0,0.28304136,-0.24349655,0.61568606,1.1899055,0.8594457,3.487289,0.815671,0.80618846,1.0,0.0,1.0,0.0,1.0,0.28304136,-0.24349655,0.61568606,1.1899055,0.8594457,0.5,0.6,0.125,1.0,0.0,0.0,0.0,0.0
0.25,0.4,0.25,0.0,0.0,0.0,0.0,0.0,-1.3108246,1.2236297,-0.8277357,1.3430054,1.296022,0.8548118,0.24136907,0.36766285,0.0,0.0,0.0,0.0,0.0,-1.3108246,1.2236297,-0.8277357,1.3430054,1.296022,0.25,0.4,0.25,0.0,0.0,0.0,0.0,0.0
0.5,0.4,0.125,0.0,0.0,0.0,0.0,0.0,1.2834822,-0.17904119,0.4463229,0.81356835,-1.3347306,1.650915,0.41360432,0.56388795,0.0,0.0,0.0,0.0,0.0,1.2834822,-0.17904119,0.4463229,0.81356835,-1.3347306,0.5,0.4,0.125,0.0,0.0,0.0,0.0,0.0
0.5,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.6174602,0.71515816,-0.18620887,-1.0593523,-0.3377111,2.727336,0.67422044,0.49184167,0.0,0.0,1.0,0.0,0.0,0.6174602,0.71515816,-0.18620887,-1.0593523,-0.3377111,0.5,1.0,0.25,0.0,0.0,0.0,0.0,0.0
0.25,1.0,0.125,1.0,0.0,0.0,0.0,0.0,0.30706277,-0.13194701,0.51985383,-0.15897459,-2.6846485,2.2258258,0.55621773,0.50518566,0.0,0.0,0.0,0.0,0.0,0.30706277,-0.13194701,0.51985383,-0.15897459,-2.6846485,0.25,1.0,0.125,1.0,0.0,0.0,0.0,0.0
0.25,0.6,0.125,0.0,0.0,0.0,0.0,0.0,0.5983457,-0.772469,-0.5831836,0.71954066,-0.42754936,0.58820707,0.19595142,0.3196444,1.0,1.0,0.0,1.0,1.0,0.5983457,-0.772469,-0.5831836,0.71954066,-0.42754936,0.25,0.6,0.125,0.0,0.0,0.0,0.0,0.0
0.5,0.6,0.125,0.0,0.0,0.0,0.0,0.0,-0.070113495,0.92912376,0.29316387,1.1711314,0.42916885,1.784063,0.44622454,0.43934268,0.0,0.0,0.0,0.0,0.0,-0.070113495,0.92912376,0.29316387,1.1711314,0.42916885,0.5,0.6,0.125,0.0,0.0,0.0,0.0,0.0
0.25,0.6,0.125,0.0,1.0,0.0,1.0,0.0,0.5542524,0.8051215,0.32883033,0.3386987,-1.3883543,2.2493854,0.56202525,0.7258102,0.0,0.0,0.0,0.0,0.0,0.5542524,0.8051215,0.32883033,0.3386987,-1.3883543,0.25,0.6,0.125,0.0,1.0,0.0,1.0,0.0
0.25,0.6,0.125,0.0,0.0,0.0,0.0,0.0,0.07526429,0.47135627,-1.1735457,-0.3037523,0.51525456,1.1299366,0.29524112,0.3049646,0.0,0.0,0.0,0.0,0.0,0.07526429,0.47135627,-1.1735457,-0.3037523,0.51525456,0.25,0.6,0.125,0.0,0.0,0.0,0.0,0.0
0.25,1.0,0.125,0.0,0.0,0.0,0.0,0.0,0.7657397,-0.35956568,2.0580153,-0.65105283,0.77300256,1.4641212,0.3691468,0.35897732,0.0,0.0,0.0,0.0,0.0,0.7657397,-0.35956568,2.0580153,-0.65105283,0.77300256,0.25,1.0,0.125,0.0,0.0,0.0,0.0,0.0
0.25,0.6,0.125,1.0,0.0,0.0,0.0,0.0,1.425318,0.66050595,-1.3430083,0.5275152,0.3436861,3.0872722,0.7478677,0.81076205,0.0,0.0,1.0,0.0,0.0,1.425318,0.66050595,-1.3430083,0.5275152,0.3436861,0.25,0.6,0.125,1.0,0.0,0.0,0.0,0.0
0.5,0.4,0.25,1.0,0.0,0.0,0.0,0.0,-1.890715,-0.7901652,-0.004069282,-0.1850152,-0.005595049,0.7025439,0.21459346,0.2043939,0.0,0.0,0.0,0.0,0.0,-1.890715,-0.7901652,-0.004069282,-0.1850152,-0.005595049,0.5,0.4,0.25,1.0,0.0,0.0,0.0,0.0
0.25,1.0,0.125,1.0,0.0,0.0,0.0,0.0,0.3222373,-2.0986955,0.81222373,0.84953964,0.8144186,1.3079315,0.33357307,0.41926795,0.0,0.0,0.0,0.0,0.0,0.3222373,-2.0986955,0.81222373,0.84953964,0.8144186,0.25,1.0,0.125,1.0,0.0,0.0,0.0,0.0
0.25,0.6,0.125,0.0,0.0,0.0,0.0,0.0,0.11966301,-1.4185838,1.1114551,0.30815613,-0.6303623,0.29269743,0.15351391,0.19833757,0.0,0.0,1.0,0.0,0.0,0.11966301,-1.4185838,1.1114551,0.30815613,-0.6303623,0.25,0.6,0.125,0.0,0.0,0.0,0.0,0.0
0.25,0.4,0.125,1.0,0.0,0.0,0.0,0.0,0.9039985,0.7235185,-1.0335417,-0.629006,-0.61858475,1.5322083,0.38513905,0.6497934,0.0,0.0,0.0,0.0,0.0,0.9039985,0.7235185,-1.0335417,-0.629006,-0.61858475,0.25,0.4,0.125,1.0,0.0,0.0,0.0,0.0
0.25,0.2,0.125,1.0,0.0,0.0,0.0,0.0,-0.38261688,0.7333185,-0.04595166,0.83641535,-0.92707145,2.4566808,0.6122265,0.7070047,0.0,0.0,1.0,0.0,0.0,-0.38261688,0.7333185,-0.04595166,0.83641535,-0.92707145,0.25,0.2,0.125,1.0,0.0,0.0,0.0,0.0
0.5,0.2,0.125,0.0,0.0,0.0,0.0,0.0,-0.9325983,-0.74211323,-1.2332842,-0.7894702,0.46640232,0.056117687,0.12522197,0.091470785,0.0,0.0,0.0,0.0,0.0,-0.9325983,-0.74211323,-1.2332842,-0.7894702,0.46640232,0.5,0.2,0.125,0.0,0.0,0.0,0.0,0.0
0.5,1.0,0.125,1.0,0.0,0.0,0.0,0.0,0.85077006,-1.0053114,0.51182425,-0.42676166,0.7802664,1.6822901,0.42123395,0.4781345,0.0,0.0,1.0,0.0,0.0,0.85077006,-1.0053114,0.51182425,-0.42676166,0.7802664,0.5,1.0,0.125,1.0,0.0,0.0,0.0,0.0
0.25,0.6,0.125,0.0,0.0,0.0,0.0,0.0,-1.1780715,-1.3491379,-0.58588296,-1.5635378,0.28223673,-0.20223595,0.09954988,0.072641306,0.0,0.0,0.0,0.0,0.0,-1.1780715,-1.3491379,-0.58588296,-1.5635378,0.28223673,0.25,0.6,0.125,0.0,0.0,0.0,0.0,0.0
0.25,0.8,0.125,1.0,0.0,0.0,0.0,0.0,-0.8489927,-1.4834435,2.4703574,-0.77513665,0.09908017,0.30965504,0.15573049,0.28195593,0.0,0.0,0.0,0.0,0.0,-0.8489927,-1.4834435,2.4703574,-0.77513665,0.09908017,0.25,0.8,0.125,1.0,0.0,0.0,0.0,0.0
0.25,1.0,0.125,1.0,0.0,0.0,0.0,0.0,1.1559168,-1.2980001,-1.0760059,-0.35743502,-0.6500789,0.87404335,0.24490806,0.4717867,0.0,0.0,0.0,0.0,0.0,1.1559168,-1.2980001,-1.0760059,-0.35743502,-0.6500789,0.25,1.0,0.125,1.0,0.0,0.0,0.0,0.0
0.25,0.6,0.25,0.0,0.0,0.0,0.0,0.0,-0.715054,-0.1045094,0.82415175,-1.4757015,0.23144294,1.0645688,0.28182414,0.21571967,0.0,0.0,0.0,0.0,0.0,-0.715054,-0.1045094,0.82415175,-1.4757015,0.23144294,0.25,0.6,0.25,0.0,0.0,0.0,0.0,0.0
0.25,0.6,0.125,1.0,0.0,0.0,0.0,0.0,-0.027585372,0.84358907,2.3721242,-0.8189324,0.5420015,1.9518402,0.4879624,0.6783124,0.0,0.0,0.0,0.0,0.0,-0.027585372,0.84358907,2.3721242,-0.8189324,0.5420015,0.25,0.6,0.125,1.0,0.0,0.0,0.0,0.0
0.25,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.030418515,0.82042354,1.3388357,-0.24026567,0.3467354,3.4224715,0.8057256,0.7741864,0.0,0.0,0.0,0.0,0.0,0.030418515,0.82042354,1.3388357,-0.24026567,0.3467354,0.25,1.0,0.25,1.0,0.0,0.0,0.0,0.0
0.25,1.0,0.125,1.0,0.0,0.0,0.0,0.0,0.80284417,2.4642138,0.78590226,0.004640191,-0.63240224,5.1428027,0.9586242,0.90630496,0.0,0.0,1.0,0.0,0.0,0.80284417,2.4642138,0.78590226,0.004640191,-0.63240224,0.25,1.0,0.125,1.0,0.0,0.0,0.0,0.0
0.25,0.8,0.125,1.0,0.0,0.0,0.0,1.0,-0.8174548,0.3901511,0.7806644,-0.59946704,1.5139959,2.7808733,0.68586826,0.68531454,0.0,1.0,1.0,1.0,0.0,-0.8174548,0.3901511,0.7806644,-0.59946704,1.5139959,0.25,0.8,0.125,1.0,0.0,0.0,0.0,1.0
1.0,0.4,0.125,1.0,0.0,0.0,0.0,0.0,-1.1515733,0.037828535,0.34279567,-1.0602413,0.1854261,0.37116617,0.16399017,0.2043949,0.0,0.0,0.0,0.0,0.0,-1.1515733,0.037828535,0.34279567,-1.0602413,0.1854261,1.0,0.4,0.125,1.0,0.0,0.0,0.0,0.0
0.25,0.4,0.25,0.0,0.0,0.0,0.0,0.0,-0.32876217,-0.52355784,1.8678541,1.1210257,1.1267614,1.0753498,0.28401133,0.426737,0.0,0.0,0.0,0.0,0.0,-0.32876217,-0.52355784,1.8678541,1.1210257,1.1267614,0.25,0.4,0.25,0.0,0.0,0.0,0.0,0.0
0.5,0.6,0.25,1.0,0.0,0.0,0.0,0.0,0.07861499,-0.3982252,-0.44637278,0.72492445,0.21760496,2.7637036,0.6821573,0.61485755,0.0,0.0,1.0,0.0,0.0,0.07861499,-0.3982252,-0.44637278,0.72492445,0.21760496,0.5,0.6,0.25,1.0,0.0,0.0,0.0,0.0
0.25,1.0,0.125,0.0,0.0,0.0,0.0,0.0,-1.8660196,-0.5605187,-1.0291649,-1.3460776,0.20925833,0.21933077,0.14422052,0.06755802,0.0,0.0,0.0,0.0,0.0,-1.8660196,-0.5605187,-1.0291649,-1.3460776,0.20925833,0.25,1.0,0.125,0.0,0.0,0.0,0.0,0.0
0.25,0.6,0.125,0.0,0.0,0.0,0.0,0.0,-0.6195806,1.5998809,1.7137852,0.48032704,0.46977833,1.9942566,0.49856415,0.6164414,0.0,0.0,0.0,0.0,0.0,-0.6195806,1.5998809,1.7137852,0.48032704,0.46977833,0.25,0.6,0.125,0.0,0.0,0.0,0.0,0.0
0.25,0.4,0.125,0.0,0.0,0.0,0.0,0.0,1.2689254,-0.97463006,-1.8000973,-0.1786877,0.743188,0.47736716,0.17907415,0.3046701,0.0,0.0,0.0,0.0,0.0,1.2689254,-0.97463006,-1.8000973,-0.1786877,0.743188,0.25,0.4,0.125,0.0,0.0,0.0,0.0,0.0
0.25,0.6,0.125,1.0,0.0,0.0,0.0,0.0,0.16734973,-0.3927579,0.05423115,0.026834605,0.052776385,1.8147962,0.45383093,0.5220224,0.0,0.0,1.0,0.0,0.0,0.16734973,-0.3927579,0.05423115,0.026834605,0.052776385,0.25,0.6,0.125,1.0,0.0,0.0,0.0,0.0
0.25,0.8,0.125,1.0,0.0,0.0,0.0,0.0,1.0467138,-0.6175094,-0.82141125,0.37826797,-0.10077315,2.2182624,0.55435,0.58319837,0.0,0.0,1.0,0.0,0.0,1.0467138,-0.6175094,-0.82141125,0.37826797,-0.10077315,0.25,0.8,0.125,1.0,0.0,0.0,0.0,0.0
0.25,0.6,0.125,0.0,0.0,0.0,0.0,0.0,0.33273712,1.8237268,-0.9784851,0.1514078,2.5515468,2.0301096,0.5075269,0.5285312,0.0,0.0,1.0,0.0,0.0,0.33273712,1.8237268,-0.9784851,0.1514078,2.5515468,0.25,0.6,0.125,0.0,0.0,0.0,0.0,0.0
0.25,0.6,0.25,0.0,1.0,0.0,0.0,0.0,1.2372807,1.0380286,-0.6730525,1.1621287,-1.5024687,1.3614056,0.34556434,0.64547735,1.0,1.0,0.0,1.0,1.0,1.2372807,1.0380286,-0.6730525,1.1621287,-1.5024687,0.25,0.6,0.25,0.0,1.0,0.0,0.0,0.0
0.25,0.6,0.125,0.0,0.0,0.0,0.0,0.0,-1.0274771,0.7966093,-0.012383042,-0.26740935,2.014294,1.1945484,0.30886057,0.36328524,0.0,0.0,1.0,0.0,0.0,-1.0274771,0.7966093,-0.012383042,-0.26740935,2.014294,0.25,0.6,0.125,0.0,0.0,0.0,0.0,0.0
0.25,0.6,0.125,1.0,0.0,0.0,0.0,0.0,0.6044324,-0.81537145,0.36964354,-0.30386162,3.206273,1.3792291,0.34960613,0.6915499,0.0,0.0,0.0,0.0,0.0,0.6044324,-0.81537145,0.36964354,-0.30386162,3.206273,0.25,0.6,0.125,1.0,0.0,0.0,0.0,0.0
0.25,0.6,0.125,1.0,0.0,0.0,0.0,0.0,0.14227483,-1.1959778,0.8366673,-0.9004567,1.5045382,0.4971087,0.18199469,0.30639002,0.0,0.0,0.0,0.0,0.0,0.14227483,-1.1959778,0.8366673,-0.9004567,1.5045382,0.25,0.6,0.125,1.0,0.0,0.0,0.0,0.0
0.5,0.2,0.125,1.0,0.0,0.0,0.0,0.0,-2.1002693,0.3045328,0.90849197,-0.24759361,1.5900124,0.7017398,0.21445796,0.31195486,0.0,0.0,1.0,0.0,0.0,-2.1002693,0.3045328,0.90849197,-0.24759361,1.5900124,0.5,0.2,0.125,1.0,0.0,0.0,0.0,0.0
